permutation_stat,observed_stat,p_value
0.5088946181115049,0.9960038672252658,0.0
0.5148243635191749,0.9960038672252658,0.0
0.4750886239123429,0.9960038672252658,0.0
0.5128262971318078,0.9960038672252658,0.0
0.48691588785046724,0.9960038672252658,0.0
0.44234611666129553,0.9960038672252658,0.0
0.46548501450209473,0.9960038672252658,0.0
0.48830164357073796,0.9960038672252658,0.0
0.48517563648082507,0.9960038672252658,0.0
0.5102159200773445,0.9960038672252658,0.0
0.4826297131807928,0.9960038672252658,0.0
0.5524653561069932,0.9960038672252658,0.0
0.5106993232355784,0.9960038672252658,0.0
0.5120850789558491,0.9960038672252658,0.0
0.49329680953915556,0.9960038672252658,0.0
0.5373831775700935,0.9960038672252658,0.0
0.5133097002900419,0.9960038672252658,0.0
0.4555913631969062,0.9960038672252658,0.0
0.5307444408636803,0.9960038672252658,0.0
0.5067031904608443,0.9960038672252658,0.0
0.4927811795037061,0.9960038672252658,0.0
0.49825974863035766,0.9960038672252658,0.0
0.49510151466322916,0.9960038672252658,0.0
0.4403480502739284,0.9960038672252658,0.0
0.5135352884305511,0.9960038672252658,0.0
0.5287463744763132,0.9960038672252658,0.0
0.5197228488559458,0.9960038672252658,0.0
0.5029648727038349,0.9960038672252658,0.0
0.49825974863035766,0.9960038672252658,0.0
0.5429906542056074,0.9960038672252658,0.0
0.48524009023525627,0.9960038672252658,0.0
0.5743474057363842,0.9960038672252658,0.0
0.5287141475990976,0.9960038672252658,0.0
0.48327425072510477,0.9960038672252658,0.0
0.5365775056397035,0.9960038672252658,0.0
0.43686754753464385,0.9960038672252658,0.0
0.49590718659361904,0.9960038672252658,0.0
0.5015468901063487,0.9960038672252658,0.0
0.51698356429262,0.9960038672252658,0.0
0.5463422494360296,0.9960038672252658,0.0
0.4666129552046407,0.9960038672252658,0.0
0.5272639381243958,0.9960038672252658,0.0
0.5116016757976152,0.9960038672252658,0.0
0.509539155655817,0.9960038672252658,0.0
0.48530454398968736,0.9960038672252658,0.0
0.5365452787624879,0.9960038672252658,0.0
0.47495971640348045,0.9960038672252658,0.0
0.48320979697067357,0.9960038672252658,0.0
0.5203996132774734,0.9960038672252658,0.0
0.47386400257815015,0.9960038672252658,0.0
0.5387044795359329,0.9960038672252658,0.0
0.4587495971640348,0.9960038672252658,0.0
0.4908797937479858,0.9960038672252658,0.0
0.5199162101192394,0.9960038672252658,0.0
0.47931034482758617,0.9960038672252658,0.0
0.5256203673864003,0.9960038672252658,0.0
0.4633580406058653,0.9960038672252658,0.0
0.4726393812439574,0.9960038672252658,0.0
0.5361585562359007,0.9960038672252658,0.0
0.5067676442152755,0.9960038672252658,0.0
0.5384144376409926,0.9960038672252658,0.0
0.5037705446342249,0.9960038672252658,0.0
0.4887528198517563,0.9960038672252658,0.0
0.5553980019336126,0.9960038672252658,0.0
0.5444086368030938,0.9960038672252658,0.0
0.5426683854334515,0.9960038672252658,0.0
0.4997744118594908,0.9960038672252658,0.0
0.49506928778601356,0.9960038672252658,0.0
0.46310022558814046,0.9960038672252658,0.0
0.5191105381888494,0.9960038672252658,0.0
0.37019013857557204,0.9960038672252658,0.0
0.5066387367064131,0.9960038672252658,0.0
0.47466967450854014,0.9960038672252658,0.0
0.4917821463100226,0.9960038672252658,0.0
0.5089590718659363,0.9960038672252658,0.0
0.4837254270061231,0.9960038672252658,0.0
0.5224943602964873,0.9960038672252658,0.0
0.503126007089913,0.9960038672252658,0.0
0.4662262326780535,0.9960038672252658,0.0
0.452884305510796,0.9960038672252658,0.0
0.5730261037705446,0.9960038672252658,0.0
0.5203029326458266,0.9960038672252658,0.0
0.4863680309378021,0.9960038672252658,0.0
0.48295198195294875,0.9960038672252658,0.0
0.4571060264260393,0.9960038672252658,0.0
0.5353851111827264,0.9960038672252658,0.0
0.5228166290686432,0.9960038672252658,0.0
0.5430551079600386,0.9960038672252658,0.0
0.47280051563003545,0.9960038672252658,0.0
0.48598130841121484,0.9960038672252658,0.0
0.4961650016113438,0.9960038672252658,0.0
0.5077666774089591,0.9960038672252658,0.0
0.49358685143409603,0.9960038672252658,0.0
0.49029970995810507,0.9960038672252658,0.0
0.5129552046406702,0.9960038672252658,0.0
0.449274895262649,0.9960038672252658,0.0
0.5226232678053496,0.9960038672252658,0.0
0.4836287463744763,0.9960038672252658,0.0
0.5720270705768611,0.9960038672252658,0.0
0.5178859168546568,0.9960038672252658,0.0
0.49854979052529813,0.9960038672252658,0.0
0.500161134386078,0.9960038672252658,0.0
0.5096680631646793,0.9960038672252658,0.0
0.534128262971318,0.9960038672252658,0.0
0.536287463744763,0.9960038672252658,0.0
0.506799871092491,0.9960038672252658,0.0
0.5165968417660328,0.9960038672252658,0.0
0.4924266838543345,0.9960038672252658,0.0
0.5010634869481148,0.9960038672252658,0.0
0.48372542700612303,0.9960038672252658,0.0
0.44305510796003866,0.9960038672252658,0.0
0.43654527876248794,0.9960038672252658,0.0
0.5088301643570737,0.9960038672252658,0.0
0.4775700934579439,0.9960038672252658,0.0
0.4580728327425072,0.9960038672252658,0.0
0.522591040928134,0.9960038672252658,0.0
