permutation_stat,observed_stat,p_value
0.4887964774951076,1.0,0.0
0.5373939986953685,1.0,0.0
0.4960861056751468,1.0,0.0
0.5214774951076322,1.0,0.0
0.5023157208088714,1.0,0.0
0.5308545335942596,1.0,0.0
0.4871493803000652,1.0,0.0
0.47232550554468367,1.0,0.0
0.4844259621656881,1.0,0.0
0.4474885844748858,1.0,0.0
0.5134050880626223,1.0,0.0
0.5102087410306588,1.0,0.0
0.5298434442270059,1.0,0.0
0.5192922374429223,1.0,0.0
0.5256523157208088,1.0,0.0
0.4757012393998695,1.0,0.0
0.5406066536203522,1.0,0.0
0.5466568819308546,1.0,0.0
0.47214611872146117,1.0,0.0
0.4975864318330072,1.0,0.0
0.5112035225048923,1.0,0.0
0.4840671885192433,1.0,0.0
0.5365949119373776,1.0,0.0
0.521983039791259,1.0,0.0
0.4609262883235486,1.0,0.0
0.4918460534898891,1.0,0.0
0.49386823222439663,1.0,0.0
0.5187214611872146,1.0,0.0
0.48220808871493803,1.0,0.0
0.4894161774298761,1.0,0.0
0.4866275277234181,1.0,0.0
0.461986301369863,1.0,0.0
0.487426614481409,1.0,0.0
0.5259947814742335,1.0,0.0
0.5024135681669929,1.0,0.0
0.510225048923679,1.0,0.0
0.5110730593607307,1.0,0.0
0.44688519243313757,1.0,0.0
0.5051859099804306,1.0,0.0
0.4855838225701239,1.0,0.0
0.44028049575994777,1.0,0.0
0.4703848662752772,1.0,0.0
0.4521526418786692,1.0,0.0
0.4740378343118069,1.0,0.0
0.5180854533594259,1.0,0.0
0.5012720156555773,1.0,0.0
0.4519406392694064,1.0,0.0
0.5219341161121982,1.0,0.0
0.46387801696020875,1.0,0.0
0.5086431833007176,1.0,0.0
0.5366438356164384,1.0,0.0
0.48727984344422703,1.0,0.0
0.5600945857795173,1.0,0.0
0.4828114807566862,1.0,0.0
0.5220482713633398,1.0,0.0
0.5113829093281148,1.0,0.0
0.5176288323548597,1.0,0.0
0.5123776908023483,1.0,0.0
0.4795009784735813,1.0,0.0
0.4818493150684931,1.0,0.0
0.49049249836921066,1.0,0.0
0.4257175472928898,1.0,0.0
0.531979778212655,1.0,0.0
0.49717873450750166,1.0,0.0
0.48913894324853224,1.0,0.0
0.4893509458577952,1.0,0.0
0.4731735159817352,1.0,0.0
0.5117090671885193,1.0,0.0
0.48832354859752125,1.0,0.0
0.4978310502283104,1.0,0.0
0.500521852576647,1.0,0.0
0.5417808219178083,1.0,0.0
0.47398891063274623,1.0,0.0
0.5078604044357469,1.0,0.0
0.5272504892367905,1.0,0.0
0.5354044357469016,1.0,0.0
0.5236138290932811,1.0,0.0
0.4759621656881931,1.0,0.0
0.528604044357469,1.0,0.0
0.4452054794520548,1.0,0.0
0.505740378343118,1.0,0.0
0.5433626875407698,1.0,0.0
0.49483039791258965,1.0,0.0
0.5203848662752772,1.0,0.0
0.50808871493803,1.0,0.0
0.4860241356816699,1.0,0.0
0.48188193085453357,1.0,0.0
0.5583007175472929,1.0,0.0
0.53235485975212,1.0,0.0
0.4606816699282453,1.0,0.0
0.5139595564253099,1.0,0.0
0.4792563600782779,1.0,0.0
0.5168460534898891,1.0,0.0
0.4890737116764514,1.0,0.0
0.4878180039138943,1.0,0.0
0.4732713633398565,1.0,0.0
0.4738910632746249,1.0,0.0
0.473238747553816,1.0,0.0
0.5665851272015655,1.0,0.0
0.5520711024135682,1.0,0.0
