permutation_stat,observed_stat,p_value
0.4602541658561888,1.0,0.0
0.535790702198016,1.0,0.0
0.49529922842507945,1.0,0.0
0.4913440964792842,1.0,0.0
0.5755365363418271,1.0,0.0
0.4719898852363354,1.0,0.0
0.5231148285028853,1.0,0.0
0.5307981585943071,1.0,0.0
0.4893665305063867,1.0,0.0
0.4821370680153019,1.0,0.0
0.5344615185113143,1.0,0.0
0.5029825585165013,1.0,0.0
0.5260325487907671,1.0,0.0
0.5527458989820397,1.0,0.0
0.5021396615444467,1.0,0.0
0.518381637813655,1.0,0.0
0.5275238280490178,1.0,0.0
0.5043441613175128,1.0,0.0
0.4744213188095701,1.0,0.0
0.5258056149905984,1.0,0.0
0.5063217272904105,1.0,0.0
0.5415288854308501,1.0,0.0
0.4853141412176619,1.0,0.0
0.5008753160863645,1.0,0.0
0.4674836283472735,1.0,0.0
0.5450949880049276,1.0,0.0
0.5093042858069117,1.0,0.0
0.5324839525384166,1.0,0.0
0.5205212993581015,1.0,0.0
0.49857355897036887,1.0,0.0
0.5087207417493353,1.0,0.0
0.4607728716851455,1.0,0.0
0.47173053232185697,1.0,0.0
0.5087855799779549,1.0,0.0
0.522044997730662,1.0,0.0
0.4782467742981262,1.0,0.0
0.49520197108215,1.0,0.0
0.49653115476885173,1.0,0.0
0.44352590287233357,1.0,0.0
0.45847111456914996,1.0,0.0
0.4867730013616028,1.0,0.0
0.5011995072294625,1.0,0.0
0.46874797380535554,1.0,0.0
0.5424690397458342,1.0,0.0
0.5282046294495234,1.0,0.0
0.5495364066653698,1.0,0.0
0.4782467742981262,1.0,0.0
0.5054788303183557,1.0,0.0
0.45918433508396556,1.0,0.0
0.4852168838747325,1.0,0.0
0.5410750178305128,1.0,0.0
0.5531997665823769,1.0,0.0
0.4433313881864748,1.0,0.0
0.5584840822148739,1.0,0.0
0.5220125786163522,1.0,0.0
0.53034429099397,1.0,0.0
0.5100823445503468,1.0,0.0
0.4616157686572002,1.0,0.0
0.5044089995461324,1.0,0.0
0.4905336186215392,1.0,0.0
0.44242365298580044,1.0,0.0
0.47928418595603967,1.0,0.0
0.5379303637424625,1.0,0.0
0.49306230953770347,1.0,0.0
0.5421448486027362,1.0,0.0
0.40718407573105103,1.0,0.0
0.543765804318226,1.0,0.0
0.5276535045062569,1.0,0.0
0.49698502236918884,1.0,0.0
0.5215262919017052,1.0,0.0
0.4881021850483045,1.0,0.0
0.5011670881151528,1.0,0.0
0.5490177008364132,1.0,0.0
0.4552292031381703,1.0,0.0
0.5170200350126434,1.0,0.0
0.5272644751345393,1.0,0.0
0.510374116579135,1.0,0.0
0.5425987162030734,1.0,0.0
0.5164040718407572,1.0,0.0
0.4825585165013292,1.0,0.0
0.5037281981456266,1.0,0.0
0.517733255527459,1.0,0.0
0.4979575957984828,1.0,0.0
0.43704208001037415,1.0,0.0
0.49007975102120205,1.0,0.0
0.5157556895545614,1.0,0.0
0.47931660507034946,1.0,0.0
0.45146858587823385,1.0,0.0
0.5390326136289956,1.0,0.0
0.4366206315243467,1.0,0.0
0.48842637619140256,1.0,0.0
0.4994164559424236,1.0,0.0
0.43720417558192315,1.0,0.0
0.5454515982623355,1.0,0.0
0.4793490241846593,1.0,0.0
0.49659599299747126,1.0,0.0
0.4944239123387149,1.0,0.0
0.5741425144265059,1.0,0.0
0.4907605524217079,1.0,0.0
0.4877131556765869,1.0,0.0
0.4787978992413927,1.0,0.0
0.47827919341243597,1.0,0.0
0.4971795370550477,1.0,0.0
0.4763016274395384,1.0,0.0
0.5667185372495623,1.0,0.0
0.5213317772158466,1.0,0.0
0.5070025286909161,1.0,0.0
0.47108215003566106,1.0,0.0
0.48103481812876875,1.0,0.0
0.5227906373597873,1.0,0.0
0.48787525124813597,1.0,0.0
0.5486935096933152,1.0,0.0
0.45286260779355497,1.0,0.0
0.4918303831939312,1.0,0.0
0.4672242754327951,1.0,0.0
0.4748427672955975,1.0,0.0
0.534980224340271,1.0,0.0
0.5029825585165013,1.0,0.0
0.532257018738248,1.0,0.0
0.5285612397069313,1.0,0.0
0.4880049277053751,1.0,0.0
0.5039227128314855,1.0,0.0
0.4194060818258446,1.0,0.0
0.5596835894443364,1.0,0.0
0.46589509174609345,1.0,0.0
0.5079426830059003,1.0,0.0
0.5377358490566038,1.0,0.0
0.5249951371328535,1.0,0.0
0.5431498411463398,1.0,0.0
0.5454515982623355,1.0,0.0
0.509109771121053,1.0,0.0
0.5148479543538871,1.0,0.0
0.5167282629838553,1.0,0.0
0.5312196070803346,1.0,0.0
0.5023341762303054,1.0,0.0
0.5516112299811969,1.0,0.0
0.4770472670686637,1.0,0.0
0.5198404979575958,1.0,0.0
0.495850353368346,1.0,0.0
0.5252544900473319,1.0,0.0
0.5196784023860469,1.0,0.0
0.4884912144200221,1.0,0.0
0.5202295273293134,1.0,0.0
0.5212021007586073,1.0,0.0
0.5088504182065745,1.0,0.0
0.5107631459508526,1.0,0.0
0.4579524087401932,1.0,0.0
0.47198988523633534,1.0,0.0
0.4854113985605914,1.0,0.0
0.4877455747908967,1.0,0.0
0.5183492186993451,1.0,0.0
0.5189976009855412,1.0,0.0
0.5339428126823575,1.0,0.0
0.5094988004927705,1.0,0.0
0.5486286714646956,1.0,0.0
0.5065162419762692,1.0,0.0
0.47562082603903255,1.0,0.0
0.4345458082085198,1.0,0.0
0.4805485314141218,1.0,0.0
0.4749400246385269,1.0,0.0
0.4956882577967969,1.0,0.0
0.526680931076963,1.0,0.0
0.47215198080788434,1.0,0.0
0.5293392984503663,1.0,0.0
0.5000324191143097,1.0,0.0
0.5267133501912727,1.0,0.0
0.46570057706023466,1.0,0.0
0.508137197691759,1.0,0.0
0.48563833236075993,1.0,0.0
0.5112818517798094,1.0,0.0
0.48836153796278287,1.0,0.0
0.46359333463009794,1.0,0.0
0.46764572391882253,1.0,0.0
0.5585489204434935,1.0,0.0
0.49925436037087473,1.0,0.0
0.5437333852039162,1.0,0.0
0.47850612721260455,1.0,0.0
0.46018932762756926,1.0,0.0
0.4755884069247228,1.0,0.0
0.48982039810672373,1.0,0.0
0.48356350904493284,1.0,0.0
0.5185113142708941,1.0,0.0
0.45010698307722236,1.0,0.0
0.46398236400181553,1.0,0.0
0.5194514685858782,1.0,0.0
0.5128055501523698,1.0,0.0
0.46634895934643067,1.0,0.0
0.5570900602995527,1.0,0.0
0.470920054464112,1.0,0.0
0.5032743305452896,1.0,0.0
0.49893016922777667,1.0,0.0
0.5737210659404784,1.0,0.0
0.5316410555663619,1.0,0.0
0.5013291836867017,1.0,0.0
0.5214290345587759,1.0,0.0
0.51277313103806,1.0,0.0
0.5095312196070804,1.0,0.0
0.5161122998119692,1.0,0.0
0.5288205926214097,1.0,0.0
0.5174739026129805,1.0,0.0
0.5768008817999092,1.0,0.0
0.5269078648771316,1.0,0.0
0.5064838228619595,1.0,0.0
0.4639175257731959,1.0,0.0
0.5273941515917785,1.0,0.0
0.5166958438695455,1.0,0.0
0.4705310250923945,1.0,0.0
0.5005511249432666,1.0,0.0
0.5109576606367114,1.0,0.0
0.4966932503404007,1.0,0.0
0.5491797964079621,1.0,0.0
0.4729300395513194,1.0,0.0
0.4647928418595604,1.0,0.0
0.485476236789211,1.0,0.0
0.48116449458600785,1.0,0.0
0.5812423004603514,1.0,0.0
0.5029177202878817,1.0,0.0
0.5437009660896065,1.0,0.0
0.5305388056798288,1.0,0.0
0.48025675938533363,1.0,0.0
0.5034040070025287,1.0,0.0
0.5431822602606498,1.0,0.0
0.505446411204046,1.0,0.0
0.4914413538222136,1.0,0.0
0.4771445244115931,1.0,0.0
0.47973805355637683,1.0,0.0
0.48599494261816767,1.0,0.0
0.48103481812876875,1.0,0.0
0.5082668741489982,1.0,0.0
0.5298255851650133,1.0,0.0
0.487388964533489,1.0,0.0
0.4594112688841341,1.0,0.0
0.5587434351293523,1.0,0.0
0.5009077352006743,1.0,0.0
0.5288205926214097,1.0,0.0
0.47033651040653573,1.0,0.0
0.48106723724307854,1.0,0.0
0.49277053750891525,1.0,0.0
0.5062568890617909,1.0,0.0
0.48991765544965316,1.0,0.0
0.46527912857420733,1.0,0.0
0.5656811255916487,1.0,0.0
0.5374764961421254,1.0,0.0
0.46544122414575634,1.0,0.0
0.5037930363742462,1.0,0.0
0.4835635090449329,1.0,0.0
0.4573688646826169,1.0,0.0
0.5227582182454775,1.0,0.0
0.46839136354794786,1.0,0.0
0.4972119561693574,1.0,0.0
0.46161576865720033,1.0,0.0
0.5163716527264475,1.0,0.0
0.5510925241522402,1.0,0.0
0.5452570835764767,1.0,0.0
0.521396615444466,1.0,0.0
0.5270699604486806,1.0,0.0
0.5222070933022109,1.0,0.0
0.4942942358814757,1.0,0.0
0.4732542306944174,1.0,0.0
0.5649679050768333,1.0,0.0
0.48275303118718793,1.0,0.0
0.4706607015496337,1.0,0.0
0.4807754652142904,1.0,0.0
0.5116060429229073,1.0,0.0
0.4782467742981262,1.0,0.0
0.4413214030992673,1.0,0.0
0.45101471827789663,1.0,0.0
0.4889126629060494,1.0,0.0
0.47445373792387996,1.0,0.0
0.49575309602541656,1.0,0.0
0.48920443493483756,1.0,0.0
0.5237632107890813,1.0,0.0
0.5267457693055826,1.0,0.0
0.5279776956493548,1.0,0.0
0.414219023536277,1.0,0.0
0.47490760552421707,1.0,0.0
0.4830123841016663,1.0,0.0
0.4876483174479673,1.0,0.0
0.5227257991311678,1.0,0.0
0.4979900149127926,1.0,0.0
0.4964338974259223,1.0,0.0
0.4718602087790962,1.0,0.0
0.5621150230175712,1.0,0.0
0.4790248330415613,1.0,0.0
0.4823315827011606,1.0,0.0
0.4938079491668288,1.0,0.0
0.48025675938533363,1.0,0.0
0.5108604032937821,1.0,0.0
0.504635933346301,1.0,0.0
0.5098229916358685,1.0,0.0
0.4962069636257538,1.0,0.0
0.45769305582571485,1.0,0.0
0.5022693380016858,1.0,0.0
0.5060299552616222,1.0,0.0
0.5086883226350256,1.0,0.0
0.5214938727873956,1.0,0.0
0.5122544252091032,1.0,0.0
0.49092264799325686,1.0,0.0
0.5022693380016857,1.0,0.0
0.5215262919017053,1.0,0.0
0.4590870777410361,1.0,0.0
0.5193866303572586,1.0,0.0
0.5076509109771121,1.0,0.0
0.5011346690008429,1.0,0.0
0.5333592686247811,1.0,0.0
0.541690981002399,1.0,0.0
0.4914089347079038,1.0,0.0
0.5401024444012189,1.0,0.0
0.5763470141995721,1.0,0.0
0.4827206120728782,1.0,0.0
